Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Status
rose-50cm-rosa-9603-25,Rose 50cm rosa,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-25,shopify,45,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rosa-2889-20,Rose 50cm Rosa,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-20,shopify,32,deny,manual,29,39,12,TRUE,TRUE,draft
rose-70cm-real-touch-rosa-6232,Rose 70cm Real Touch Rosa,<p>Kunstig Rose Laget real touch materiale. Føles ekte. Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6232,shopify,5,deny,manual,59,99,12,TRUE,TRUE,draft
rose-75cm-lilla-2890-43,Rose 75cm Lilla,<p>Kunstig Rose Høyde : 75cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2890-43,shopify,10,deny,manual,59,99,12,TRUE,TRUE,draft
rose-75cm-lilla-2890-40,Rose 75cm Lilla,<p>Kunstig Rose Høyde : 75cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2890-40,shopify,9,deny,manual,59,99,12,TRUE,TRUE,draft
rose-75cm-rod-2890-80,Rose 75cm Rød,<p>Kunstig Rose Høyde : 75cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2890-80,shopify,11,deny,manual,59,99,12,TRUE,TRUE,draft
rose-75cm-rosa-2890-23,Rose 75cm Rosa,<p>Kunstig Rose Høyde : 75cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2890-23,shopify,1,deny,manual,59,99,12,TRUE,TRUE,draft
slorasparges-70cm-9249-90,Slørasparges 70cm,<p>Slørasparges Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9249-90,shopify,1,deny,manual,49,69,12,TRUE,TRUE,draft
solsikke-65cm-9383-50,solsikke 65cm,<p>Solsikke Høyde : 65cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9383-50,shopify,5,deny,manual,89,139,12,TRUE,TRUE,draft
solsikke-70cm-9128-50,Solsikke 70cm,<p>Solsikke Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9128-50,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
tulipan-miks-2620-80,Tulipan Miks,<p>Assortert 3 stk Farge : Rød Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-80,shopify,6,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-37cm-1988-21,Tulipan 37cm,<p>Tulipan Høyde : 37cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1988-21,shopify,25,deny,manual,19,29,12,TRUE,TRUE,draft
tulipan-37cm-1988-30,Tulipan 37cm,<p>Tulipan Høyde : 37cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1988-30,shopify,35,deny,manual,19,29,12,TRUE,TRUE,draft
tulipan-miks-2620-20,Tulipan Miks,<p>Assortert 3 stk Farge : Rosa Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-20,shopify,12,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-21,Tulipan Miks,<p>Assortert 3 stk Farge : Rosa Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-21,shopify,13,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-22,Tulipan Miks,<p>Assortert 3 stk Farge : Rosa Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-22,shopify,3,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-23,Tulipan Miks,<p>Assortert 3 stk Farge : Rosa Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-23,shopify,2,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-35,Tulipan Miks,<p>Assortert 3 stk Farge : Orange Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-35,shopify,12,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-39,Tulipan Miks,<p>Assortert 3 stk Farge : Orange Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-39,shopify,13,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-40,Tulipan Miks,<p>Assortert 3 stk Farge : Lilla Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-40,shopify,4,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-50,Tulipan Miks,<p>Assortert 3 stk Farge : Gul Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-50,shopify,8,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-lilla-2620-45,Tulipan Miks Lilla,<p>3 stk Tulipaner Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-45,shopify,7,deny,manual,99,159,12,TRUE,TRUE,draft
tulipan-miks-2620-10,Tulipan Miks,<p>Assortert 3 stk Farge : Hvit Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2620-10,shopify,20,deny,manual,99,159,12,TRUE,TRUE,draft
valmue-43cm-valmue,Valmue 43cm,<p>Valmue Høyde : 43cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,valmue,shopify,10,deny,manual,29,39,12,TRUE,TRUE,draft
bambus-150cm-54-135,Bambus 150cm,<p>Bambus i potte. Høyde : 150cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,54-135,shopify,2,deny,manual,1380,2299,12,TRUE,TRUE,draft
bambus-210cm-7322-210,Bambus 210cm,<p>Bambus i potte. Høyde : 210cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7322-210,shopify,1,deny,manual,1740,2899,12,TRUE,TRUE,draft
bambus-med-potte-160cm-7456-160,Bambus med potte 160cm,<p>Flott Bambus inkl. potte. Høyde : 160CM</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7456-160,shopify,1,deny,manual,1800,2999,12,TRUE,TRUE,draft
boxwood-pa-stamme-70cm-1007-050,Boxwood på stamme 70cm,<p>Boxwood på stamme. Høyde : ca 70cm Ø : 50cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,1007-050,shopify,2,deny,manual,2100,3499,12,TRUE,TRUE,draft
buxbom-115cm-7119-115,Buxbom 115cm,<p>Buxbom på stamme. Høyde : 115cm Bredde : 55cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7119-115,shopify,1,deny,manual,1680,2799,12,TRUE,TRUE,draft
buxbom-spiral-130cm-12-130,Buxbom Spiral 130cm,"<p>Nydelig Buxbom spiral med ekte tre i stammen. Perfekt for uteplassen, inngangspartiet eller veranda. Tåler sollys veldig godt og falmer ikke. Høyde : 130cm</p>",Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,12-130,shopify,1,deny,manual,2100,3499,12,TRUE,TRUE,draft
buxbomkule-85cm-9954-085,Buxbomkule 85cm,<p>Buxbomkule i potte. Tåler meget godt sollys. Height 85 cm Diameter ø 65 cm Pot height 18 cm Pot ø top 17 cm Pot ø bottom 17 cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,9954-085,shopify,0,deny,manual,4800,7999,12,TRUE,TRUE,draft
drueplante-130cm-1111-130,Drueplante 130cm,<p>Drueplante i potte. Høyde : 130cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,1111-130,shopify,2,deny,manual,1380,2299,12,TRUE,TRUE,draft
eik-170cm-7216-170,Eik 170cm,<p>Eiketre i potte Høyde : 170cm inkl potte. Pottehøyde : 15cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7216-170,shopify,2,deny,manual,1920,3199,12,TRUE,TRUE,draft
fikus-150cm-7215-150,Fikus 150cm,<p>Fikus i potte. Høyde : 150cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7215-150,shopify,12,deny,manual,1200,1999,12,TRUE,TRUE,draft
fikus-benjamin-150-cm-7174-150,Fikus Benjamin 150 cm,<p>Fikus Benjamin i potte. Høyde : 150cm Potte høyde : 13cm Potte Ø topp : 14cm Potte Ø bunn : 14cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7174-150,shopify,1,deny,manual,1080,1799,12,TRUE,TRUE,draft
fikus-benjamin-210-cm-7174-210,Fikus Benjamin 210 cm,<p>Fikus Benjamin i potte. Høyde : 210cm Potte høyde : 17cm Potte Ø topp : 18cm Potte Ø bunn : 18cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7174-210,shopify,1,deny,manual,1800,2999,12,TRUE,TRUE,draft
lerketre-i-potte-100cm-7396-100,Lerketre i potte 100cm,<p>Nydelig kunstig Lerketre med kongler i flott potte. Høyde : 100cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7396-100,shopify,1,deny,manual,780,1299,12,TRUE,TRUE,draft
lerketre-i-potte-180cm-7396-180,Lerketre i potte 180cm,<p>Nydelig kunstig Lerketre fra MR Plant med kongler i flott potte. Høyde : 180cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7396-180,shopify,1,deny,manual,1980,3299,12,TRUE,TRUE,draft
margeritt-pa-stamme-8272-105,Margeritt på stamme,"<p>Margeritt på stamme, i potte Høyde : 105cm</p>",Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,8272-105,shopify,3,deny,manual,720,1199,12,TRUE,TRUE,draft
monstera-120cm-7044-120,Monstera 120cm,<p>Monstera i potte. Høyde 120cm Potte høyde : 12cm Potte Ø : 16cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7044-120,shopify,2,deny,manual,900,1499,12,TRUE,TRUE,draft
oliventre-120cm-7336-120,Oliventre 120cm,<p>Kunstig Oliventre Farge: Grønn Høyde: 120cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7336-120,shopify,1,deny,manual,1800,2999,12,TRUE,TRUE,draft
oliventre-150cm-7336-160,Oliventre 150cm,<p>Kunstig Oliventre Farge: Grønn Høyde: 150cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7336-160,shopify,1,deny,manual,1980,3299,12,TRUE,TRUE,draft
oliventre-80cm-7336-080,Oliventre 80cm,<p>Kunstig Oliventre Farge: Grønn Høyde: 80cm Ekte treverk i stammen</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7336-080,shopify,2,deny,manual,900,1499,12,TRUE,TRUE,draft
ormegress-pa-stamme-100cm-7230-100,Ormegress på stamme 100cm,<p>Ormegress på stamme. Høyde : 100cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7230-100,shopify,4,deny,manual,900,1499,12,TRUE,TRUE,draft
ormegress-pa-stamme-180cm-7230-180,Ormegress på stamme 180cm,<p>Ormegress på stamme. Høyde : 180cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7230-180,shopify,3,deny,manual,1800,2999,12,TRUE,TRUE,draft
sitrustre-70cm-7012-070,Sitrustre 70cm,<p>Sitrustre i potte Height 70 cm Pot height 11 cm Pot ø top 13 cm Pot ø bottom 8 cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7012-070,shopify,1,deny,manual,420,699,12,TRUE,TRUE,draft
thuja-120cm-7025-120,Thuja 120cm,<p>Thuja i potte. Høyde : 120cm Potte høyde : 14cm Potte Ø topp : 16cm Potte Ø bunn : 15cm</p>,Varekompaniet,trar-busker,Migrert,FALSE,Title,Default Title,7025-120,shopify,2,deny,manual,1440,2399,12,TRUE,TRUE,draft
